ClassDefIdentifier,versionMajor,versionMinor,versionMicro,base,deprecated,base_typing_TypeAlias,fieldRename,typeC,typeStub,type_field_type,typeStub_typing_TypeAlias,list2Sequence,defaultValue,keywordArguments,kwargAnnotation,keywordArgumentsDefaultValue,classAs_astAttribute,classVersionMinorMinimum,attribute,attributeKind,attributeVersionMinorMinimum,TypeAliasSubcategory,type,ast_exprType,ast_arg,match_args,match_argsVersionMinorMinimum
FormattedValue,3,9,13,expr,False,No,No,No,int,No,No,False,No,True,int,No,"ast.Attribute(ast.Name('ast'), 'FormattedValue')",-1,col_offset,_attribute,-1,No,int,ast.Name('int'),"ast.arg('col_offset', ast.Name('int'))","'value', 'conversion', 'format_spec'",-1.0
FormattedValue,3,9,13,expr,False,No,No,No,int | None,No,No,False,ast.Constant(None),True,int,No,"ast.Attribute(ast.Name('ast'), 'FormattedValue')",-1,end_lineno,_attribute,-1,No,int | None,"ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None))","ast.arg('end_lineno', ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None)))","'value', 'conversion', 'format_spec'",-1.0
FormattedValue,3,9,13,expr,False,No,No,No,int | None,No,No,False,ast.Constant(None),True,int,No,"ast.Attribute(ast.Name('ast'), 'FormattedValue')",-1,end_col_offset,_attribute,-1,No,int | None,"ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None))","ast.arg('end_col_offset', ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None)))","'value', 'conversion', 'format_spec'",-1.0
FunctionDef,3,9,13,stmt,False,No,No,identifier,str,No,No,False,No,False,No,No,"ast.Attribute(ast.Name('ast'), 'FunctionDef')",-1,name,_field,-1,str,str,ast.Name('str'),"ast.arg('name', ast.Name('str'))","'name', 'args', 'body', 'decorator_list', 'returns', 'type_comment', 'type_params'",12.0
FunctionDef,3,9,13,stmt,False,No,No,arguments,arguments,No,No,False,ast.arguments(),False,No,No,"ast.Attribute(ast.Name('ast'), 'FunctionDef')",-1,args,_field,-1,arguments,ast.arguments,"ast.Attribute(value=ast.Name('ast'), attr='arguments')","ast.arg('args', ast.Attribute(value=ast.Name('ast'), attr='arguments'))","'name', 'args', 'body', 'decorator_list', 'returns', 'type_comment', 'type_params'",12.0
FunctionDef,3,9,13,stmt,False,No,No,list(stmt),list[stmt],No,No,True,ast.List(),False,No,No,"ast.Attribute(ast.Name('ast'), 'FunctionDef')",-1,body,_field,-1,list_stmt,list[ast.stmt],"ast.Subscript(value=ast.Name('list'), slice=ast.Attribute(value=ast.Name('ast'), attr='stmt'))","ast.arg('body', ast.Subscript(value=ast.Name('list'), slice=ast.Attribute(value=ast.Name('ast'), attr='stmt')))","'name', 'args', 'body', 'decorator_list', 'returns', 'type_comment', 'type_params'",12.0
FunctionDef,3,9,13,stmt,False,No,No,list(expr),list[expr],No,No,True,ast.List(),False,No,No,"ast.Attribute(ast.Name('ast'), 'FunctionDef')",-1,decorator_list,_field,-1,list_expr,list[ast.expr],"ast.Subscript(value=ast.Name('list'), slice=ast.Attribute(value=ast.Name('ast'), attr='expr'))","ast.arg('decorator_list', ast.Subscript(value=ast.Name('list'), slice=ast.Attribute(value=ast.Name('ast'), attr='expr')))","'name', 'args', 'body', 'decorator_list', 'returns', 'type_comment', 'type_params'",12.0
FunctionDef,3,9,13,stmt,False,No,No,expr | None,expr | None,No,No,False,ast.Constant(None),False,No,No,"ast.Attribute(ast.Name('ast'), 'FunctionDef')",-1,returns,_field,-1,exprOrNone,ast.expr | None,"ast.BinOp(left=ast.Attribute(value=ast.Name('ast'), attr='expr'), op=ast.BitOr(), right=ast.Constant(value=None))","ast.arg('returns', ast.BinOp(left=ast.Attribute(value=ast.Name('ast'), attr='expr'), op=ast.BitOr(), right=ast.Constant(value=None)))","'name', 'args', 'body', 'decorator_list', 'returns', 'type_comment', 'type_params'",12.0
FunctionDef,3,9,13,stmt,False,No,No,string | None,str | None,No,No,False,ast.Constant(None),True,str,No,"ast.Attribute(ast.Name('ast'), 'FunctionDef')",-1,type_comment,_field,-1,strOrNone,str | None,"ast.BinOp(left=ast.Name('str'), op=ast.BitOr(), right=ast.Constant(value=None))","ast.arg('type_comment', ast.BinOp(left=ast.Name('str'), op=ast.BitOr(), right=ast.Constant(value=None)))","'name', 'args', 'body', 'decorator_list', 'returns', 'type_comment', 'type_params'",12.0
FunctionDef,3,9,13,stmt,False,No,No,No,int,No,No,False,No,True,int,No,"ast.Attribute(ast.Name('ast'), 'FunctionDef')",-1,lineno,_attribute,-1,No,int,ast.Name('int'),"ast.arg('lineno', ast.Name('int'))","'name', 'args', 'body', 'decorator_list', 'returns', 'type_comment', 'type_params'",12.0
FunctionDef,3,9,13,stmt,False,No,No,No,int,No,No,False,No,True,int,No,"ast.Attribute(ast.Name('ast'), 'FunctionDef')",-1,col_offset,_attribute,-1,No,int,ast.Name('int'),"ast.arg('col_offset', ast.Name('int'))","'name', 'args', 'body', 'decorator_list', 'returns', 'type_comment', 'type_params'",12.0
FunctionDef,3,9,13,stmt,False,No,No,No,int | None,No,No,False,ast.Constant(None),True,int,No,"ast.Attribute(ast.Name('ast'), 'FunctionDef')",-1,end_lineno,_attribute,-1,No,int | None,"ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None))","ast.arg('end_lineno', ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None)))","'name', 'args', 'body', 'decorator_list', 'returns', 'type_comment', 'type_params'",12.0
FunctionDef,3,9,13,stmt,False,No,No,No,int | None,No,No,False,ast.Constant(None),True,int,No,"ast.Attribute(ast.Name('ast'), 'FunctionDef')",-1,end_col_offset,_attribute,-1,No,int | None,"ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None))","ast.arg('end_col_offset', ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None)))","'name', 'args', 'body', 'decorator_list', 'returns', 'type_comment', 'type_params'",12.0
FunctionType,3,9,13,mod,False,No,No,list(expr),list[expr],No,No,True,No,False,No,No,"ast.Attribute(ast.Name('ast'), 'FunctionType')",-1,argtypes,_field,-1,list_expr,list[ast.expr],"ast.Subscript(value=ast.Name('list'), slice=ast.Attribute(value=ast.Name('ast'), attr='expr'))","ast.arg('argtypes', ast.Subscript(value=ast.Name('list'), slice=ast.Attribute(value=ast.Name('ast'), attr='expr')))","'argtypes', 'returns'",-1.0
FunctionType,3,9,13,mod,False,No,No,expr,expr,No,No,False,No,False,No,No,"ast.Attribute(ast.Name('ast'), 'FunctionType')",-1,returns,_field,-1,expr,ast.expr,"ast.Attribute(value=ast.Name('ast'), attr='expr')","ast.arg('returns', ast.Attribute(value=ast.Name('ast'), attr='expr'))","'argtypes', 'returns'",-1.0
GeneratorExp,3,9,13,expr,False,No,No,expr,expr,No,No,False,No,False,No,No,"ast.Attribute(ast.Name('ast'), 'GeneratorExp')",-1,elt,_field,-1,expr,ast.expr,"ast.Attribute(value=ast.Name('ast'), attr='expr')","ast.arg('elt', ast.Attribute(value=ast.Name('ast'), attr='expr'))","'elt', 'generators'",-1.0
GeneratorExp,3,9,13,expr,False,No,No,list(comprehension),list[comprehension],No,No,True,No,False,No,No,"ast.Attribute(ast.Name('ast'), 'GeneratorExp')",-1,generators,_field,-1,list_comprehension,list[ast.comprehension],"ast.Subscript(value=ast.Name('list'), slice=ast.Attribute(value=ast.Name('ast'), attr='comprehension'))","ast.arg('generators', ast.Subscript(value=ast.Name('list'), slice=ast.Attribute(value=ast.Name('ast'), attr='comprehension')))","'elt', 'generators'",-1.0
GeneratorExp,3,9,13,expr,False,No,No,No,int,No,No,False,No,True,int,No,"ast.Attribute(ast.Name('ast'), 'GeneratorExp')",-1,lineno,_attribute,-1,No,int,ast.Name('int'),"ast.arg('lineno', ast.Name('int'))","'elt', 'generators'",-1.0
GeneratorExp,3,9,13,expr,False,No,No,No,int,No,No,False,No,True,int,No,"ast.Attribute(ast.Name('ast'), 'GeneratorExp')",-1,col_offset,_attribute,-1,No,int,ast.Name('int'),"ast.arg('col_offset', ast.Name('int'))","'elt', 'generators'",-1.0
GeneratorExp,3,9,13,expr,False,No,No,No,int | None,No,No,False,ast.Constant(None),True,int,No,"ast.Attribute(ast.Name('ast'), 'GeneratorExp')",-1,end_lineno,_attribute,-1,No,int | None,"ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None))","ast.arg('end_lineno', ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None)))","'elt', 'generators'",-1.0
GeneratorExp,3,9,13,expr,False,No,No,No,int | None,No,No,False,ast.Constant(None),True,int,No,"ast.Attribute(ast.Name('ast'), 'GeneratorExp')",-1,end_col_offset,_attribute,-1,No,int | None,"ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None))","ast.arg('end_col_offset', ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None)))","'elt', 'generators'",-1.0
Global,3,9,13,stmt,False,No,No,list(identifier),list[str],No,No,False,No,False,No,No,"ast.Attribute(ast.Name('ast'), 'Global')",-1,names,_field,-1,list_str,list[str],"ast.Subscript(value=ast.Name('list'), slice=ast.Name('str'))","ast.arg('names', ast.Subscript(value=ast.Name('list'), slice=ast.Name('str')))",names,-1.0
Global,3,9,13,stmt,False,No,No,No,int,No,No,False,No,True,int,No,"ast.Attribute(ast.Name('ast'), 'Global')",-1,lineno,_attribute,-1,No,int,ast.Name('int'),"ast.arg('lineno', ast.Name('int'))",names,-1.0
Global,3,9,13,stmt,False,No,No,No,int,No,No,False,No,True,int,No,"ast.Attribute(ast.Name('ast'), 'Global')",-1,col_offset,_attribute,-1,No,int,ast.Name('int'),"ast.arg('col_offset', ast.Name('int'))",names,-1.0
Global,3,9,13,stmt,False,No,No,No,int | None,No,No,False,ast.Constant(None),True,int,No,"ast.Attribute(ast.Name('ast'), 'Global')",-1,end_lineno,_attribute,-1,No,int | None,"ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None))","ast.arg('end_lineno', ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None)))",names,-1.0
Global,3,9,13,stmt,False,No,No,No,int | None,No,No,False,ast.Constant(None),True,int,No,"ast.Attribute(ast.Name('ast'), 'Global')",-1,end_col_offset,_attribute,-1,No,int | None,"ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None))","ast.arg('end_col_offset', ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None)))",names,-1.0
Gt,3,9,13,cmpop,False,No,No,No,No,No,No,False,No,False,No,No,"ast.Attribute(ast.Name('ast'), 'Gt')",-1,No,No,-1,No,No,No,No,No,No
GtE,3,9,13,cmpop,False,No,No,No,No,No,No,False,No,False,No,No,"ast.Attribute(ast.Name('ast'), 'GtE')",-1,No,No,-1,No,No,No,No,No,No
If,3,9,13,stmt,False,No,No,expr,expr,No,No,False,No,False,No,No,"ast.Attribute(ast.Name('ast'), 'If')",-1,test,_field,-1,expr,ast.expr,"ast.Attribute(value=ast.Name('ast'), attr='expr')","ast.arg('test', ast.Attribute(value=ast.Name('ast'), attr='expr'))","'test', 'body', 'orelse'",-1.0
If,3,9,13,stmt,False,No,No,list(stmt),list[stmt],No,No,True,No,False,No,No,"ast.Attribute(ast.Name('ast'), 'If')",-1,body,_field,-1,list_stmt,list[ast.stmt],"ast.Subscript(value=ast.Name('list'), slice=ast.Attribute(value=ast.Name('ast'), attr='stmt'))","ast.arg('body', ast.Subscript(value=ast.Name('list'), slice=ast.Attribute(value=ast.Name('ast'), attr='stmt')))","'test', 'body', 'orelse'",-1.0
If,3,9,13,stmt,False,No,orElse,list(stmt),list[stmt],No,No,True,ast.List(),False,No,No,"ast.Attribute(ast.Name('ast'), 'If')",-1,orelse,_field,-1,list_stmt,list[ast.stmt],"ast.Subscript(value=ast.Name('list'), slice=ast.Attribute(value=ast.Name('ast'), attr='stmt'))","ast.arg('orelse', ast.Subscript(value=ast.Name('list'), slice=ast.Attribute(value=ast.Name('ast'), attr='stmt')))","'test', 'body', 'orelse'",-1.0
If,3,9,13,stmt,False,No,No,No,int,No,No,False,No,True,int,No,"ast.Attribute(ast.Name('ast'), 'If')",-1,lineno,_attribute,-1,No,int,ast.Name('int'),"ast.arg('lineno', ast.Name('int'))","'test', 'body', 'orelse'",-1.0
If,3,9,13,stmt,False,No,No,No,int,No,No,False,No,True,int,No,"ast.Attribute(ast.Name('ast'), 'If')",-1,col_offset,_attribute,-1,No,int,ast.Name('int'),"ast.arg('col_offset', ast.Name('int'))","'test', 'body', 'orelse'",-1.0
If,3,9,13,stmt,False,No,No,No,int | None,No,No,False,ast.Constant(None),True,int,No,"ast.Attribute(ast.Name('ast'), 'If')",-1,end_lineno,_attribute,-1,No,int | None,"ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None))","ast.arg('end_lineno', ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None)))","'test', 'body', 'orelse'",-1.0
If,3,9,13,stmt,False,No,No,No,int | None,No,No,False,ast.Constant(None),True,int,No,"ast.Attribute(ast.Name('ast'), 'If')",-1,end_col_offset,_attribute,-1,No,int | None,"ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None))","ast.arg('end_col_offset', ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None)))","'test', 'body', 'orelse'",-1.0
IfExp,3,9,13,expr,False,No,No,expr,expr,No,No,False,No,False,No,No,"ast.Attribute(ast.Name('ast'), 'IfExp')",-1,test,_field,-1,expr,ast.expr,"ast.Attribute(value=ast.Name('ast'), attr='expr')","ast.arg('test', ast.Attribute(value=ast.Name('ast'), attr='expr'))","'test', 'body', 'orelse'",-1.0
IfExp,3,9,13,expr,False,No,No,expr,expr,No,No,False,No,False,No,No,"ast.Attribute(ast.Name('ast'), 'IfExp')",-1,body,_field,-1,expr,ast.expr,"ast.Attribute(value=ast.Name('ast'), attr='expr')","ast.arg('body', ast.Attribute(value=ast.Name('ast'), attr='expr'))","'test', 'body', 'orelse'",-1.0
IfExp,3,9,13,expr,False,No,orElse,expr,expr,No,No,False,No,False,No,No,"ast.Attribute(ast.Name('ast'), 'IfExp')",-1,orelse,_field,-1,expr,ast.expr,"ast.Attribute(value=ast.Name('ast'), attr='expr')","ast.arg('orelse', ast.Attribute(value=ast.Name('ast'), attr='expr'))","'test', 'body', 'orelse'",-1.0
IfExp,3,9,13,expr,False,No,No,No,int,No,No,False,No,True,int,No,"ast.Attribute(ast.Name('ast'), 'IfExp')",-1,lineno,_attribute,-1,No,int,ast.Name('int'),"ast.arg('lineno', ast.Name('int'))","'test', 'body', 'orelse'",-1.0
IfExp,3,9,13,expr,False,No,No,No,int,No,No,False,No,True,int,No,"ast.Attribute(ast.Name('ast'), 'IfExp')",-1,col_offset,_attribute,-1,No,int,ast.Name('int'),"ast.arg('col_offset', ast.Name('int'))","'test', 'body', 'orelse'",-1.0
IfExp,3,9,13,expr,False,No,No,No,int | None,No,No,False,ast.Constant(None),True,int,No,"ast.Attribute(ast.Name('ast'), 'IfExp')",-1,end_lineno,_attribute,-1,No,int | None,"ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None))","ast.arg('end_lineno', ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None)))","'test', 'body', 'orelse'",-1.0
IfExp,3,9,13,expr,False,No,No,No,int | None,No,No,False,ast.Constant(None),True,int,No,"ast.Attribute(ast.Name('ast'), 'IfExp')",-1,end_col_offset,_attribute,-1,No,int | None,"ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None))","ast.arg('end_col_offset', ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None)))","'test', 'body', 'orelse'",-1.0
Import,3,9,13,stmt,False,No,No,list(alias),list[alias],No,No,False,No,False,No,No,"ast.Attribute(ast.Name('ast'), 'Import')",-1,names,_field,-1,list_alias,list[ast.alias],"ast.Subscript(value=ast.Name('list'), slice=ast.Attribute(value=ast.Name('ast'), attr='alias'))","ast.arg('names', ast.Subscript(value=ast.Name('list'), slice=ast.Attribute(value=ast.Name('ast'), attr='alias')))",names,-1.0
Import,3,9,13,stmt,False,No,No,No,int,No,No,False,No,True,int,No,"ast.Attribute(ast.Name('ast'), 'Import')",-1,lineno,_attribute,-1,No,int,ast.Name('int'),"ast.arg('lineno', ast.Name('int'))",names,-1.0
Import,3,9,13,stmt,False,No,No,No,int,No,No,False,No,True,int,No,"ast.Attribute(ast.Name('ast'), 'Import')",-1,col_offset,_attribute,-1,No,int,ast.Name('int'),"ast.arg('col_offset', ast.Name('int'))",names,-1.0
Import,3,9,13,stmt,False,No,No,No,int | None,No,No,False,ast.Constant(None),True,int,No,"ast.Attribute(ast.Name('ast'), 'Import')",-1,end_lineno,_attribute,-1,No,int | None,"ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None))","ast.arg('end_lineno', ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None)))",names,-1.0
Import,3,9,13,stmt,False,No,No,No,int | None,No,No,False,ast.Constant(None),True,int,No,"ast.Attribute(ast.Name('ast'), 'Import')",-1,end_col_offset,_attribute,-1,No,int | None,"ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None))","ast.arg('end_col_offset', ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None)))",names,-1.0
ImportFrom,3,9,13,stmt,False,No,No,identifier | None,str | None,No,No,False,No,False,No,No,"ast.Attribute(ast.Name('ast'), 'ImportFrom')",-1,module,_field,-1,strOrNone,str | None,"ast.BinOp(left=ast.Name('str'), op=ast.BitOr(), right=ast.Constant(value=None))","ast.arg('module', ast.BinOp(left=ast.Name('str'), op=ast.BitOr(), right=ast.Constant(value=None)))","'module', 'names', 'level'",-1.0
ImportFrom,3,9,13,stmt,False,No,list_alias,list(alias),list[alias],No,No,False,No,False,No,No,"ast.Attribute(ast.Name('ast'), 'ImportFrom')",-1,names,_field,-1,list_alias,list[ast.alias],"ast.Subscript(value=ast.Name('list'), slice=ast.Attribute(value=ast.Name('ast'), attr='alias'))","ast.arg('names', ast.Subscript(value=ast.Name('list'), slice=ast.Attribute(value=ast.Name('ast'), attr='alias')))","'module', 'names', 'level'",-1.0
ImportFrom,3,9,13,stmt,False,No,No,int | None,int,No,No,False,0,True,int,0,"ast.Attribute(ast.Name('ast'), 'ImportFrom')",-1,level,_field,-1,int,int,ast.Name('int'),"ast.arg('level', ast.Name('int'))","'module', 'names', 'level'",-1.0
ImportFrom,3,9,13,stmt,False,No,No,No,int,No,No,False,No,True,int,No,"ast.Attribute(ast.Name('ast'), 'ImportFrom')",-1,lineno,_attribute,-1,No,int,ast.Name('int'),"ast.arg('lineno', ast.Name('int'))","'module', 'names', 'level'",-1.0
ImportFrom,3,9,13,stmt,False,No,No,No,int,No,No,False,No,True,int,No,"ast.Attribute(ast.Name('ast'), 'ImportFrom')",-1,col_offset,_attribute,-1,No,int,ast.Name('int'),"ast.arg('col_offset', ast.Name('int'))","'module', 'names', 'level'",-1.0
ImportFrom,3,9,13,stmt,False,No,No,No,int | None,No,No,False,ast.Constant(None),True,int,No,"ast.Attribute(ast.Name('ast'), 'ImportFrom')",-1,end_lineno,_attribute,-1,No,int | None,"ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None))","ast.arg('end_lineno', ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None)))","'module', 'names', 'level'",-1.0
ImportFrom,3,9,13,stmt,False,No,No,No,int | None,No,No,False,ast.Constant(None),True,int,No,"ast.Attribute(ast.Name('ast'), 'ImportFrom')",-1,end_col_offset,_attribute,-1,No,int | None,"ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None))","ast.arg('end_col_offset', ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None)))","'module', 'names', 'level'",-1.0
In,3,9,13,cmpop,False,No,No,No,No,No,No,False,No,False,No,No,"ast.Attribute(ast.Name('ast'), 'In')",-1,No,No,-1,No,No,No,No,No,No
Index,3,9,13,slice,True,No,No,No,No,No,No,False,No,False,No,No,"ast.Attribute(ast.Name('ast'), 'Index')",-1,No,No,-1,No,No,No,No,No,No
Interactive,3,9,13,mod,False,No,No,list(stmt),list[stmt],No,No,True,No,False,No,No,"ast.Attribute(ast.Name('ast'), 'Interactive')",-1,body,_field,-1,list_stmt,list[ast.stmt],"ast.Subscript(value=ast.Name('list'), slice=ast.Attribute(value=ast.Name('ast'), attr='stmt'))","ast.arg('body', ast.Subscript(value=ast.Name('list'), slice=ast.Attribute(value=ast.Name('ast'), attr='stmt')))",body,-1.0
Invert,3,9,13,unaryop,False,No,No,No,No,No,No,False,No,False,No,No,"ast.Attribute(ast.Name('ast'), 'Invert')",-1,No,No,-1,No,No,No,No,No,No
Is,3,9,13,cmpop,False,No,No,No,No,No,No,False,No,False,No,No,"ast.Attribute(ast.Name('ast'), 'Is')",-1,No,No,-1,No,No,No,No,No,No
IsNot,3,9,13,cmpop,False,No,No,No,No,No,No,False,No,False,No,No,"ast.Attribute(ast.Name('ast'), 'IsNot')",-1,No,No,-1,No,No,No,No,No,No
JoinedStr,3,9,13,expr,False,No,No,list(expr),list[expr],No,No,True,No,False,No,No,"ast.Attribute(ast.Name('ast'), 'JoinedStr')",-1,values,_field,-1,list_expr,list[ast.expr],"ast.Subscript(value=ast.Name('list'), slice=ast.Attribute(value=ast.Name('ast'), attr='expr'))","ast.arg('values', ast.Subscript(value=ast.Name('list'), slice=ast.Attribute(value=ast.Name('ast'), attr='expr')))",values,-1.0
JoinedStr,3,9,13,expr,False,No,No,No,int,No,No,False,No,True,int,No,"ast.Attribute(ast.Name('ast'), 'JoinedStr')",-1,lineno,_attribute,-1,No,int,ast.Name('int'),"ast.arg('lineno', ast.Name('int'))",values,-1.0
JoinedStr,3,9,13,expr,False,No,No,No,int,No,No,False,No,True,int,No,"ast.Attribute(ast.Name('ast'), 'JoinedStr')",-1,col_offset,_attribute,-1,No,int,ast.Name('int'),"ast.arg('col_offset', ast.Name('int'))",values,-1.0
JoinedStr,3,9,13,expr,False,No,No,No,int | None,No,No,False,ast.Constant(None),True,int,No,"ast.Attribute(ast.Name('ast'), 'JoinedStr')",-1,end_lineno,_attribute,-1,No,int | None,"ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None))","ast.arg('end_lineno', ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None)))",values,-1.0
